task_id,verdict,passing_round,passing_model,passing_k,passing_predicted,gold_corrected,gold_original,spec_rewrite_count,doctor_verdict,doctor_reasoning,difficulty_level,difficulty_confidence,difficulty_reasoning,difficulty_signal,empirical_easy,total_cost_usd,phase_b_cost_usd,doctor_cost_usd,probe_cost_usd,categorize_cost_usd,total_trials,prompt_tokens,completion_tokens,cached_tokens,run_id,ts_updated
0027/004/27004450.ipynb_qa_2,verified_gold_corrected,B2,hf/Qwen/Qwen3-235B-A22B-Instruct-2507:nscale,1.0,Philidor Defense #3,True,Philiodor Defense #3,1,gold_corrected,"Two independent agent trials and a probe with Qwen all consistently return 'Scandinavian Defense: Mieses-Kotroc Variation' as the answer, indicating the original gold answer 'Philiodor Defense #3' is incorrect.",3,0.95,"The task requires identifying the top 10 most common openings, then computing win percentages for white within those openings using groupby-like operations and filtering, which constitutes a moderate-level data analysis.","Multi-step transformation involving filtering, frequency counting, iteration over top openings, and win rate calculation across a single dataset with no joins or complex modeling.",,0.152603,0.099324,0.018374,0.033185,0.001719,3,113841,3367,0,20260514T191830Z,2026-05-14T19:31:05.221456+00:00
0042/170/42170738.ipynb_qa_4,dropped,,,,,False,,0,unverifiable,doctor produced no tool call; treating as no-op finalize,0,0.0,,,,0.047864,0.0,0.023259,0.024605,0.0,2,0,0,0,20260514T191830Z,2026-05-14T19:23:13.889816+00:00
0042/642/42642764.ipynb_qa_2,verified,B,hf/Qwen/Qwen3-235B-A22B-Instruct-2507:nscale,2.0,2.415771850041258,False,,0,,,4,0.95,"The task requires training a regression model, handling missing data, and computing MAE on test data, involving multiple preprocessing and modeling steps.","Model training, NaN handling, and use of sklearn.metrics.mean_absolute_error in a multi-step pipeline",,0.025258,0.023818,0.0,0.0,0.00144,2,26593,1060,0,20260514T191830Z,2026-05-14T19:22:41.444545+00:00
0043/996/43996428.ipynb_qa_5,verified,B,hf/Qwen/Qwen3-235B-A22B-Instruct-2507:nscale,1.0,193,False,,0,,,1,0.95,"The task required only a single column uniqueness check with no cleaning needed, as the 'Country' column had no missing values.",Direct use of .nunique() on a column with no nulls and no transformations,,0.014623,0.013585,0.0,0.0,0.001038,1,15472,503,0,20260514T191830Z,2026-05-14T19:21:28.016699+00:00
0044/873/44873237.ipynb_qa_3,verified,B,hf/Qwen/Qwen3-235B-A22B-Instruct-2507:nscale,2.0,0.9569566641435086,False,,0,,,4,0.95,"The task requires fitting an OLS regression model using statsmodels and extracting the R-squared value, which involves statistical inference and model interpretation.",Use of OLS regression with explicit model fitting and R-squared extraction for variance explanation,,0.009987,0.008848,0.0,0.0,0.001139,2,9116,648,0,20260514T191830Z,2026-05-14T19:21:12.024820+00:00
0049/683/49683426.ipynb_qa_4,dropped,,,,,False,,0,unverifiable,doctor produced no tool call; treating as no-op finalize,0,0.0,,,,0.083197,0.040079,0.026424,0.016694,0.0,2,45475,1541,0,20260514T191830Z,2026-05-14T19:27:22.423202+00:00
0051/612/51612251.ipynb_qa_1,dropped,,,,,False,,0,unverifiable,doctor produced no tool call; treating as no-op finalize,0,0.0,,,,0.040306,0.0,0.023508,0.016798,0.0,2,0,0,0,20260514T191830Z,2026-05-14T19:22:25.559126+00:00
0052/633/52633741.ipynb_qa_5,verified_gold_corrected,B2,hf/Qwen/Qwen3-235B-A22B-Instruct-2507:nscale,1.0,1,True,Cluster 1,1,gold_corrected,"The model consistently predicts cluster 2 as having the highest median Sp. Atk after KMeans clustering, and a probe with qwen confirms this result, indicating the original gold answer 'Cluster 1' was incorrect.",4,0.95,"The task requires performing KMeans clustering on preprocessed data, which involves feature scaling, model training, and grouping to compute median values, constituting non-trivial feature engineering and basic ML.","Use of StandardScaler, KMeans clustering with n_clusters=4, and groupby on cluster labels to compute median Sp. Atk",,0.080779,0.042769,0.020736,0.015961,0.001314,3,46836,2139,0,20260514T191830Z,2026-05-14T19:27:52.887545+00:00
0059/575/59575558.ipynb_qa_3,verified,B,hf/Qwen/Qwen3-235B-A22B-Instruct-2507:nscale,1.0,25,False,,0,,,1,1.0,"The task requires only a single column lookup and a count of unique values, which is a trivial operation.","The solution involves a one-line pandas command to compute nunique() on a single column without any filtering, transformation, or joins.",,0.012033,0.011144,0.0,0.0,0.000889,1,13216,238,0,20260514T191830Z,2026-05-14T19:19:57.542331+00:00
0064/496/64496303.ipynb_qa_3,verified,B,hf/Qwen/Qwen3-235B-A22B-Instruct-2507:nscale,1.0,12,False,,0,,,1,0.95,"The task only required identifying the seasonal period from monthly data, which is trivially 12 due to 12 months in a year, confirmed by inspecting the date column.","The question was answered by recognizing monthly data implies m=12, with no complex analysis or code beyond inspection.",,0.010437,0.009455,0.0,0.0,0.000982,1,10853,322,0,20260514T191830Z,2026-05-14T19:20:20.082012+00:00
0066/039/66039698.ipynb_qa_5,verified,B,hf/Qwen/Qwen3-235B-A22B-Instruct-2507:nscale,2.0,Lab Retriever,False,,0,,,2,0.95,"The task involves loading a single file, filtering and counting occurrences of three breeds with case-insensitive matching, and identifying the maximum, which is a straightforward aggregation after basic text normalization.","Single-file operation with filtering, string normalization, and count aggregation using a dictionary comprehension and max, all within a single code cell.",,0.030398,0.029281,0.0,0.0,0.001117,2,33488,1038,0,20260514T191830Z,2026-05-14T19:23:19.250904+00:00
0076/145/76145976.ipynb_qa_2,dropped,,,,,True,TAX,1,gold_corrected,"Two independent agent trials and a probe with Qwen all identify 'CRIM' as the feature with the greatest improvement in normality after log transformation, contradicting the original gold answer 'TAX'; the gold answer is therefore incorrect and has been corrected to 'CRIM'.",0,0.0,,,,0.299874,0.193834,0.041185,0.064855,0.0,4,222473,6607,0,20260514T191830Z,2026-05-14T19:35:39.576473+00:00
0084/727/84727795.ipynb_qa_4,verified,B,hf/Qwen/Qwen3-235B-A22B-Instruct-2507:nscale,2.0,283.0,False,,0,,,1,1.0,"The task involves a simple calculation of the range (max - min) for a single column, requiring only basic aggregation operations.","Single-line code computing max - min directly on a column without any filtering, grouping, or transformation",,0.010088,0.009169,0.0,0.0,0.000919,2,10498,321,0,20260514T191830Z,2026-05-14T19:20:46.868956+00:00
0092/230/92230262.ipynb_qa_3,dropped,,,,,False,,0,unverifiable,doctor produced no tool call; treating as no-op finalize,0,0.0,,,,0.070335,0.018737,0.032496,0.019102,0.0,2,21198,741,0,20260514T191830Z,2026-05-14T19:25:54.927319+00:00
0098/690/98690564.ipynb_qa_1,dropped,,,,,False,,0,unverifiable,doctor produced no tool call; treating as no-op finalize,0,0.0,,,,0.027504,0.009842,0.01037,0.007292,0.0,2,11285,339,0,20260514T191830Z,2026-05-14T19:22:14.716145+00:00
0104/985/104985612.ipynb_qa_4,dropped,,,,,False,,0,unverifiable,doctor produced no tool call; treating as no-op finalize,0,0.0,,,,0.117431,0.03856,0.035408,0.043463,0.0,2,44315,1295,0,20260514T191830Z,2026-05-14T19:28:57.944609+00:00
0108/808/108808607.ipynb_qa_4,dropped,,,,,False,,0,unverifiable,doctor produced no tool call; treating as no-op finalize,0,0.0,,,,0.089795,0.040323,0.028754,0.020718,0.0,2,45412,1664,0,20260514T191830Z,2026-05-14T19:29:16.358370+00:00
0126/994/126994091.ipynb_qa_5,dropped,,,,,False,,0,unverifiable,doctor produced no tool call; treating as no-op finalize,0,0.0,,,,0.028668,0.0,0.019758,0.00891,0.0,2,0,0,0,20260514T191830Z,2026-05-14T19:21:29.495219+00:00
0127/273/127273158.ipynb_qa_1,dropped,,,,,False,,0,unverifiable,doctor produced no tool call; treating as no-op finalize,0,0.0,,,,0.140881,0.102771,0.015883,0.022227,0.0,2,122944,1840,0,20260514T191830Z,2026-05-14T19:29:21.430388+00:00
